id,age,cc_avg_time_per_month,cc_spend_per_month++,kp_spend_per_month++,kp_avg_time_per_month,1,2,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,11.0,12.0,13.0
51026,4,1.902893851965679,21.645332909440576,40.70741411378043,1.8203341036428238,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51027,4,2.440268378362637,18.803943611508426,40.5117851558474,1.4887326185792666,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51028,4,2.3823154127661446,19.807389116889187,47.26449951604378,1.8621800160211697,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51029,3,1.478055616713875,16.831331031335793,28.110854469117974,1.5409627556327752,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51030,4,0.7304631471189666,13.302771429436175,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51031,3,2.8418560738456735,22.833337407959043,43.552941372549185,1.8621800160211697,0,1,0,1,0,0,0,0,0,0,0,0,0,0
51032,3,0.0,0.0,26.718952097643843,1.6401008431612865,0,1,0,0,0,1,0,0,0,0,0,0,0,0
51033,5,0.0,0.0,28.7764717505918,1.3782017963726023,0,1,1,0,0,0,0,0,0,0,0,0,0,0
51034,3,1.6401008431612865,19.827535649853413,37.31393608263103,1.5913747123591861,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51035,4,0.0,0.0,27.479771911435815,1.5913747123591861,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51036,4,0.0,0.0,43.51603049745349,1.8621800160211697,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51037,3,0.0,0.0,27.373830049443146,1.777285278780658,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51038,5,0.7304631471189666,18.7533959357533,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51039,3,0.7304631471189666,13.940567386331873,19.54435778346795,1.3782017963726023,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51040,4,0.9822467037532344,15.678871314801093,29.553543948376678,1.319540148604683,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51041,5,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51042,4,1.1943176378757767,14.670324218408835,38.929727394148905,1.777285278780658,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51043,3,2.2596737867230705,22.602295150144112,35.67098413196411,1.7329556373258737,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51044,4,1.319540148604683,13.620674289455073,45.281043480704454,1.6401008431612865,1,0,0,0,0,0,0,0,0,0,0,0,0,1
51045,5,0.0,0.0,8.103593650252291,0.7304631471189666,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51046,2,0.7304631471189666,11.147538247731708,27.841085642720596,1.5409627556327752,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51047,5,1.270787630434676,19.649971264889416,27.914097871337532,1.1943176378757767,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51048,6,3.313869968616448,26.712440253229627,42.37901413435728,1.7329556373258737,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51049,3,0.0,0.0,44.30579337462269,1.8826742685433793,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51050,3,1.0923850218363014,21.924936911256133,35.5107216143139,1.7329556373258737,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51051,5,0.0,0.0,30.213426684719725,1.5913747123591861,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51052,4,1.6872592197086782,17.85486440690331,31.55433147203402,1.8203341036428238,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51053,4,4.536506747392186,29.031432705870717,36.352379363346515,1.6401008431612865,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51054,4,0.7304631471189666,12.39570086898915,29.35217410262237,1.5409627556327752,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51055,4,0.7304631471189666,12.263269450298049,57.04537922810512,1.8621800160211697,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51056,4,0.9355532237698291,22.602295150144112,27.842584465759284,1.4345352261929687,0,1,1,0,0,0,0,0,0,0,0,0,0,0
51057,4,2.6025944687727294,20.436440446878127,30.192825405695235,1.7329556373258737,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51058,5,1.0273787073694451,12.498014018972166,40.040344355152136,1.8621800160211697,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51059,4,0.0,0.0,23.57639183040078,1.5409627556327752,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51060,3,0.0,0.0,49.968738933470284,1.8203341036428238,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51061,4,0.862312903045703,15.405750171578276,52.092517549800604,1.8621800160211697,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51062,5,1.270787630434676,22.7376986345119,48.50008784754677,1.8621800160211697,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51063,3,1.8203341036428238,20.18234699371091,60.274299154989045,1.8621800160211697,0,1,0,0,0,0,0,0,1,0,0,0,0,0
51064,3,0.9822467037532344,11.33259669398507,25.584051273099167,1.478055616713875,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51065,4,2.1945846131785904,19.095878294725594,33.77482486550015,1.777285278780658,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51066,4,1.8621800160211697,18.213642109623223,26.7117162704156,0.9355532237698291,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51067,3,0.0,0.0,56.78614897427379,1.8203341036428238,1,0,0,0,0,0,0,0,1,0,0,0,0,0
51068,5,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51069,4,0.0,0.0,26.958450328332564,0.9355532237698291,0,1,0,0,0,0,0,0,1,0,0,0,0,0
51070,4,2.474062026581227,23.25473178154394,57.212694836171046,1.8621800160211697,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51071,4,1.1943176378757767,17.18130496010977,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51072,3,1.902893851965679,21.385635938328026,49.882786587939165,1.8621800160211697,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51073,4,1.1133843646427297,14.244833593226529,24.512676068875813,1.6872592197086782,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51074,5,1.5913747123591861,14.60113798087552,22.072879847320547,0.7304631471189666,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51075,4,0.0,0.0,47.307614750833686,1.1943176378757767,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51076,4,0.0,0.0,44.11553274508778,1.7329556373258737,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51077,3,1.270787630434676,17.854864406903317,42.70209173344587,1.7329556373258737,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51078,3,2.3221796407086255,16.70508315634349,54.60879218219166,1.8621800160211697,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51079,3,0.0,0.0,16.378780183428223,0.7304631471189666,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51080,3,0.862312903045703,12.878993133201504,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51081,4,1.270787630434676,18.67131540727825,41.7447139705881,1.6872592197086782,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51082,4,1.6401008431612865,20.069142933286322,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
51083,4,0.0,0.0,20.418733300157005,1.3782017963726023,0,1,0,0,0,0,0,0,0,0,0,0,0,1
51084,5,3.506264602526292,27.478817153542515,41.80634067375539,1.8203341036428238,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51085,3,1.1943176378757767,13.401167828009276,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51086,4,0.0,0.0,24.767693221845075,1.7329556373258737,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51087,4,1.1943176378757767,22.51001408193373,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51088,4,0.7304631471189666,16.007824898140864,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51089,3,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51090,4,0.0,0.0,35.65732756446078,1.4887326185792666,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51091,4,0.0,0.0,20.489172089073385,1.4345352261929687,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51092,5,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51093,4,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51094,3,1.8203341036428238,22.25550976098258,32.70834357683637,1.8203341036428238,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51095,4,0.9822467037532344,17.9167524253441,20.77093510163118,1.6591461440755093,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51096,4,0.7304631471189666,17.352939457620437,16.46644337023281,0.7304631471189666,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51097,3,2.885846472488202,15.616822442663384,25.932557601916145,1.3782017963726023,1,0,0,0,0,0,0,1,0,0,0,0,0,0
51098,4,0.0,0.0,28.712508624056632,1.1133843646427297,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51099,3,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51100,3,0.0,0.0,32.60538561588168,1.8621800160211697,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51101,4,3.398194647185486,27.71996711048328,45.267157430520236,1.7329556373258737,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51102,4,1.1943176378757767,19.00064484788129,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51103,4,1.9425402190926926,19.793909671205796,20.727876291600573,1.4345352261929687,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51104,4,1.3432975971899863,17.544775101734558,42.912092062041765,1.777285278780658,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51105,3,1.2892686779320714,17.14465117291686,30.098256296021784,1.2892686779320714,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51106,4,1.3432975971899863,20.84943648400909,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51107,4,2.3525315260846855,21.17267001365005,38.167965070052745,1.6872592197086782,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51108,5,0.7304631471189666,19.458096087785453,31.181284129800087,1.8203341036428238,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51109,2,1.5409627556327752,14.554295211814171,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51110,3,0.0,0.0,43.03412042740655,1.6401008431612865,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51111,3,2.4115539379853854,20.716773539981705,37.67114596025752,1.6872592197086782,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51112,4,1.5409627556327752,15.92934040971261,28.589487285516114,1.7329556373258737,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51113,3,0.7304631471189666,24.628631999296037,37.178528900256026,1.8203341036428238,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51114,3,0.0,0.0,31.91817768286016,1.5409627556327752,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51115,5,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51116,4,4.363727332359552,29.59510422095112,47.70766602548274,1.7329556373258737,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51117,3,2.805814311600189,23.027939512460872,41.45252744983988,1.8621800160211697,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51118,3,1.6159408171465501,20.135507543321623,30.004412842786977,1.6401008431612865,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51119,5,0.0,0.0,34.378210385135155,1.319540148604683,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51120,3,0.0,0.0,29.28384727549886,1.0273787073694451,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51121,4,1.1943176378757767,21.74553971588407,39.07369662593835,1.5913747123591861,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51122,3,1.9658404488041925,18.40462328144141,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51123,5,0.7304631471189666,19.874209460485194,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51124,3,2.1266678083893775,17.531355350027443,19.8874598141507,1.2583300968693554,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51125,6,1.4122683720328608,16.84717418429078,26.368842349076054,1.5409627556327752,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51126,5,1.4345352261929687,18.37336176318201,37.75508613170984,1.7329556373258737,0,1,0,0,0,1,0,0,0,0,0,0,0,0
51127,6,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
51128,5,2.4115539379853854,20.49499548270077,31.391946836570522,1.5913747123591861,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51129,4,1.6401008431612865,23.84795608742859,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51130,3,0.0,0.0,45.92916980880902,1.8203341036428238,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51131,3,2.46847875810296,25.030938999663356,55.10562922764078,1.8621800160211697,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51132,5,0.0,0.0,37.78905428522484,1.8203341036428238,0,1,0,1,0,0,0,0,0,0,0,0,0,0
51133,3,0.0,0.0,20.18234699371091,1.4345352261929687,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51134,4,2.6780746090892826,20.119790784702854,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51135,4,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51136,3,0.0,0.0,37.97486585536068,1.5409627556327752,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51137,4,0.7304631471189666,13.752055349126206,31.691530655814073,1.1943176378757767,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51138,5,2.702484635609573,24.72429022625773,32.55042394589913,1.319540148604683,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51139,4,0.7304631471189666,24.78293118133149,32.06700514459496,1.5913747123591861,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51140,6,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
51141,4,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51142,4,0.0,0.0,34.6830070905197,1.4887326185792666,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51143,3,1.6012508344814045,17.002371305046243,28.050316177942314,1.5913747123591861,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51144,3,2.615418068476847,28.44241031278388,45.30109678021784,1.8621800160211697,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51145,3,0.7304631471189666,15.489704926492003,21.2480098371008,1.8621800160211697,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51146,4,0.0,0.0,56.92270969151929,1.8621800160211697,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51147,3,2.9497532001225744,26.888245905571704,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51148,3,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51149,3,0.0,0.0,12.125370060953003,0.7304631471189666,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51150,6,0.7304631471189666,19.874209460485194,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51151,4,0.9822467037532344,18.227970525326885,23.003653993695448,1.1943176378757767,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51152,3,1.902893851965679,16.15096240602865,29.058586426841938,1.1943176378757767,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51153,3,0.0,0.0,32.664201573033466,1.8203341036428238,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51154,3,0.0,0.0,31.67092105197989,1.777285278780658,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51155,4,2.291235638550488,24.077715313755306,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51156,4,1.2583300968693554,12.030147355315632,36.22976363529518,1.8621800160211697,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51157,3,3.589425929433705,25.809152990422906,42.38555416565459,1.6872592197086782,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51158,4,1.1943176378757767,16.878680205167836,29.369786534802003,1.6401008431612865,0,1,0,0,0,0,0,0,1,0,0,0,0,0
51159,3,2.1266678083893775,17.46361612404271,44.373332661312496,1.8621800160211697,0,1,0,1,0,0,0,0,0,0,0,0,0,0
51160,4,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51161,3,0.7304631471189666,17.253668969557626,19.608014183046155,1.319540148604683,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51162,4,2.091562647216664,19.698446900511478,38.70977551192735,1.7329556373258737,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51163,5,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51164,4,0.9034968205628578,20.50662108948063,29.579238726650257,1.6012508344814045,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51165,3,0.0,0.0,45.42363022310138,1.6872592197086782,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51166,3,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51167,3,2.2111118673427814,17.72836561215559,28.679102225911222,1.6401008431612865,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51168,4,1.8203341036428238,25.35380182940811,27.192996284373674,1.5409627556327752,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51169,4,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51170,3,0.0,0.0,46.98810890580956,1.8203341036428238,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51171,4,0.0,0.0,28.75298248431907,1.3432975971899863,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51172,4,0.0,0.0,19.53723050778725,1.319540148604683,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51173,4,0.7304631471189666,14.182841004523032,35.8568507366585,1.8621800160211697,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51174,3,3.5001748422921604,25.273063886410903,11.507462835775465,0.7304631471189666,0,1,0,0,0,1,0,0,0,0,0,0,0,0
51175,3,2.9074182210062256,22.98775471451478,23.139464773975316,1.1943176378757767,1,0,0,1,0,0,0,0,0,0,0,0,0,0
51176,6,2.055641538058108,20.28683394436536,31.33143800193017,1.3782017963726023,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51177,4,0.7304631471189666,14.892193453425445,25.880590930540837,1.4887326185792666,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51178,3,3.3738076019609884,19.67080847170866,45.72480429426226,1.8621800160211697,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51179,3,1.0566537151222417,21.013203664513288,24.599870813941678,1.0566537151222417,1,0,0,0,0,0,0,0,1,0,0,0,0,0
51180,4,1.8826742685433793,16.718698577745105,24.377871144906358,1.6401008431612865,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51181,3,2.055641538058108,19.530092229922026,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51182,3,0.0,0.0,31.882258381848914,1.8203341036428238,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51183,4,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51184,4,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51185,3,0.9034968205628578,15.489704926492003,32.94006797444676,1.6872592197086782,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51186,5,0.0,0.0,25.193509533282768,1.0566537151222417,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51187,4,0.9822467037532344,19.246503095192306,30.230886643548303,1.4345352261929687,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51188,5,1.4345352261929687,19.530092229922026,30.724613773642236,1.8203341036428238,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51189,4,0.7304631471189666,11.438661292884955,23.44499669838129,0.7304631471189666,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51190,3,2.5635086258649027,18.915640987493415,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51191,3,1.319540148604683,17.47498100880871,27.733714094006306,1.4887326185792666,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51192,4,0.0,0.0,36.95340503759742,1.6872592197086782,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51193,5,1.319540148604683,14.434555782136593,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51194,4,0.0,0.0,29.221501557705132,1.6401008431612865,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51195,3,1.902893851965679,19.725922116405368,30.98482881580782,1.777285278780658,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51196,5,0.0,0.0,43.23565787306531,1.777285278780658,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51197,4,0.0,0.0,27.884402497365713,1.4345352261929687,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51198,3,2.46847875810296,21.167606075056234,36.70263901569312,1.7329556373258737,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51199,5,1.3782017963726023,20.395021258175284,39.241056418441964,1.6401008431612865,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51200,3,0.0,0.0,26.351159495191325,1.1133843646427297,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51201,5,0.0,0.0,34.636605214943195,1.8621800160211697,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51202,4,2.055641538058108,17.46361612404271,30.162837165226204,1.5409627556327752,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51203,5,1.777285278780658,26.386089048432886,48.87658357129122,1.6872592197086782,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51204,4,0.0,0.0,36.69606843088562,1.777285278780658,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51205,4,1.3782017963726023,14.48291333282083,24.270371851574843,1.127207532903421,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51206,4,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51207,4,0.0,0.0,34.32077415589311,1.8621800160211697,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51208,5,0.7304631471189666,17.253668969557626,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51209,4,0.7304631471189666,15.705167533311126,32.50526126734324,1.777285278780658,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51210,3,0.0,0.0,33.21404542915918,1.6401008431612865,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51211,4,0.0,0.0,41.681530860706324,1.6872592197086782,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51212,3,0.0,0.0,36.93709884208995,1.6872592197086782,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51213,4,0.7304631471189666,19.874209460485194,40.18708082510432,1.8621800160211697,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51214,4,1.5409627556327752,14.48291333282083,49.99331624741579,1.8203341036428238,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51215,3,1.8203341036428238,17.663695680821963,35.14467623242701,1.4345352261929687,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51216,3,1.3782017963726023,17.6473749496571,29.134487536734486,1.1943176378757767,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51217,4,1.1943176378757767,13.590131547114046,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51218,4,0.7304631471189666,15.101831884140399,29.41767985124964,1.2583300968693554,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51219,3,1.1943176378757767,23.964056384812622,38.41238179547242,1.6872592197086782,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51220,4,0.0,0.0,24.96014544846366,1.777285278780658,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51221,3,0.7304631471189666,12.125370060953003,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51222,4,1.478055616713875,14.365782174526247,52.31598102997026,1.8621800160211697,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51223,4,1.478055616713875,23.552915002619468,26.40519242857425,1.1943176378757767,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51224,5,2.2274665879645057,22.423945230947325,31.834069007844626,1.6872592197086782,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51225,5,1.9811782143135137,22.25550976098258,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51226,5,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51227,5,0.0,0.0,45.34033904932163,1.777285278780658,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51228,5,2.1266678083893775,17.508894939587506,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51229,3,0.7304631471189666,20.256340428132035,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51230,4,0.0,0.0,21.277825899770285,1.319540148604683,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51231,5,0.7304631471189666,13.856094820831991,37.09472867882963,1.7329556373258737,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51232,4,0.0,0.0,42.631084972587445,1.1943176378757767,0,1,1,0,0,0,0,0,0,0,0,0,0,0
51233,5,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51234,3,2.9371634385100625,20.386694155081962,20.85916044750393,1.4887326185792666,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51235,3,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51236,3,1.3782017963726023,16.48806788322871,33.29413265442374,1.8621800160211697,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51237,5,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51238,3,1.5409627556327752,15.019350327643044,15.562847238247718,1.3782017963726023,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51239,5,0.0,0.0,36.73540760764044,1.6872592197086782,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51240,3,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51241,3,0.0,0.0,41.65243339898942,1.8621800160211697,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51242,5,1.478055616713875,18.02597490904297,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51243,3,0.7304631471189666,22.556361027408823,37.097458722808504,1.6401008431612865,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51244,4,1.8203341036428238,23.95816287582593,44.890968200352475,1.5409627556327752,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51245,4,0.0,0.0,50.48225047476709,1.6872592197086782,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51246,5,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51247,4,0.0,0.0,73.84301236267997,1.8621800160211697,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51248,5,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51249,6,1.1133843646427297,13.752055349126206,29.49287788325819,1.319540148604683,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51250,3,1.1943176378757767,21.026258206085195,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
51251,3,0.0,0.0,40.39505791904932,1.8203341036428238,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51252,3,2.3823154127661446,22.034701044342842,32.508914372422964,1.5409627556327752,1,0,0,0,0,0,0,0,0,0,1,0,0,0
