,id,age,cc_avg_time_per_month,cc_spend_per_month++,kp_spend_per_month++,kp_avg_time_per_month,1,2,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,11.0,12.0,13.0,income
7286,7287,4,,,44050.0,2.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33000
7287,7288,4,1.5,300.0,8840.0,1.4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21000
7288,7289,4,,,776166.6666666666,3.8333333333333335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,77000
7289,7290,6,,,2574500.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,452000
7290,7291,3,,,28166.666666666668,3.3333333333333335,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14000
7291,7292,5,1.0,2000.0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11000
7292,7293,4,,,137216.66666666666,3.3333333333333335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,25000
7293,7294,2,,,169050.0,3.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,25000
7294,7295,4,9.166666666666666,19099.999999999996,5268983.333333333,4.166666666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49000
7295,7296,4,1.4,1699.9999999999998,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20000
7296,7297,6,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11000
7297,7298,3,1.0,4000.0,4216.666666666667,3.1666666666666665,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11000
7298,7299,5,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18000
7299,7300,4,,,1703483.3333333333,4.166666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,36000
7300,7301,3,2.25,5125.0,675333.3333333334,4.166666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47000
7301,7302,4,8.2,21080.0,369333.3333333333,3.6666666666666665,1,0,0,0,1,0,0,0,0,0,0,0,0,0,92000
7302,7303,4,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,32000
7303,7304,4,1.75,775.0,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12000
7304,7305,6,,,61300.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,23000
7305,7306,4,13.666666666666666,13966.666666666666,46050.0,3.6666666666666665,0,1,0,0,0,0,0,0,0,0,1,0,0,0,28000
7306,7307,3,4.2,7260.000000000001,33050.0,2.3333333333333335,0,1,0,0,0,0,0,0,0,0,1,0,0,0,21000
7307,7308,4,2.333333333333333,6666.666666666667,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19000
7308,7309,4,3.6666666666666665,4266.666666666667,55733.333333333336,2.8333333333333335,0,1,0,0,0,0,0,0,0,0,1,0,0,0,40000
7309,7310,4,,,388850.0,4.166666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16000
7310,7311,4,,,500.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,49000
7311,7312,4,6.5,2983.333333333333,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11000
7312,7313,3,20.166666666666664,31133.333333333336,959966.6666666666,4.166666666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,40000
7313,7314,4,7.0,9350.0,380383.3333333333,3.8333333333333335,0,1,0,0,0,1,0,0,0,0,0,0,0,0,24000
7314,7315,4,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16000
7315,7316,3,1.3333333333333333,1000.0,101250.0,3.1666666666666665,0,1,0,0,1,0,0,0,0,0,0,0,0,0,27000
7316,7317,4,,,452816.6666666667,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,26000
7317,7318,4,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,30000
7318,7319,6,2.6666666666666665,2600.0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,67000
7319,7320,4,,,208483.33333333334,3.6666666666666665,0,1,0,0,0,0,0,0,0,0,1,0,0,0,39000
7320,7321,4,5.333333333333333,9116.666666666666,136266.66666666666,2.8333333333333335,1,0,0,0,0,0,0,0,0,0,1,0,0,0,32000
7321,7322,3,,,61716.666666666664,3.1666666666666665,0,1,0,0,1,0,0,0,0,0,0,0,0,0,23000
7322,7323,4,,,4386066.666666667,4.166666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,33000
7323,7324,3,,,80750.0,3.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,50000
7324,7325,3,,,209866.66666666666,3.3333333333333335,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21000
7325,7326,4,3.8,5920.0,220816.66666666666,3.8333333333333335,0,1,0,0,1,0,0,0,0,0,0,0,0,0,29000
7326,7327,4,,,29260.0,3.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,22000
7327,7328,3,2.3333333333333335,9750.0,82450.0,2.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,61000
7328,7329,3,1.3333333333333333,1200.0,55233.333333333336,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18000
7329,7330,3,6.166666666666667,11733.333333333334,230416.66666666666,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,37000
7330,7331,3,1.0,4100.0,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,18000
7331,7332,3,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,18000
7332,7333,2,1.5,2450.0,54333.333333333336,2.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,29000
7333,7334,5,3.0,9850.0,273200.0,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23000
7334,7335,4,,,51366.666666666664,3.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,27000
7335,7336,4,,,19283.333333333332,1.6666666666666667,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11000
7336,7337,5,,,87616.66666666667,3.3333333333333335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,44000
7337,7338,3,,,173450.0,3.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,32000
7338,7339,4,1.0,31000.0,222933.33333333334,3.6666666666666665,0,1,0,0,1,0,0,0,0,0,0,0,0,0,56000
7339,7340,3,,,3050633.3333333335,4.166666666666667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,18000
7340,7341,3,,,88983.33333333333,3.1666666666666665,0,1,0,0,0,0,0,0,0,0,1,0,0,0,30000
7341,7342,4,5.333333333333333,10800.0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,39000
7342,7343,4,,,1110500.0,4.166666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,131000
7343,7344,3,8.166666666666666,7733.333333333333,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,51000
7344,7345,4,4.25,4250.0,884016.6666666666,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,26000
7345,7346,6,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,58000
7346,7347,4,1.25,1725.0,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,37000
7347,7348,3,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,35000
7348,7349,5,8.333333333333334,31016.666666666668,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,29000
7349,7350,3,,,909500.0,4.166666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,24000
7350,7351,6,,,368200.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,121000
7351,7352,3,,,144516.66666666666,3.6666666666666665,1,0,0,0,0,0,0,0,0,0,1,0,0,0,19000
7352,7353,4,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,30000
7353,7354,3,,,2380.0,1.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,29000
7354,7355,4,,,10175066.666666666,4.166666666666667,1,0,0,0,0,0,0,0,0,0,1,0,0,0,45000
7355,7356,4,2.0,5850.0,39160.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,20000
7356,7357,4,4.4,7920.000000000001,248550.0,4.166666666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,65000
7357,7358,4,2.2,10760.000000000002,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19000
7358,7359,4,2.6666666666666665,1750.0,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,44000
7359,7360,4,,,483883.3333333333,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47000
7360,7361,4,,,77616.66666666667,3.3333333333333335,0,1,0,0,0,0,0,0,0,0,1,0,0,0,33000
7361,7362,4,8.433333333333334,24766.666666666668,437583.3333333333,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,43000
7362,7363,4,,,529950.0,4.166666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,42000
7363,7364,6,,,416980.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,75000
7364,7365,4,17.166666666666664,25816.666666666664,292116.6666666667,3.8333333333333335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,71000
7365,7366,5,,,147883.33333333334,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,25000
7366,7367,5,3.3333333333333335,4033.3333333333335,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,56000
7367,7368,3,,,10184000.0,4.166666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17000
7368,7369,5,1.5,2750.0,255033.33333333334,3.1666666666666665,0,1,0,0,1,0,0,0,0,0,0,0,0,0,100000
7369,7370,3,7.5,32500.0,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30000
7370,7371,4,,,140616.66666666666,3.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19000
7371,7372,5,3.0,4516.666666666666,308500.0,4.166666666666667,1,0,0,0,0,0,0,0,0,0,1,0,0,0,19000
7372,7373,4,,,3203716.6666666665,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,60000
7373,7374,3,10.833333333333334,15450.000000000002,1193116.6666666667,4.166666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,41000
7374,7375,2,1.0,8000.0,14716.666666666666,2.3333333333333335,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12000
7375,7376,5,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,22000
7376,7377,4,1.0,9000.0,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15000
7377,7378,3,,,166183.33333333334,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,56000
7378,7379,4,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14000
7379,7380,3,,,116333.33333333333,3.6666666666666665,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18000
7380,7381,4,5.0,8450.0,194450.0,3.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,27000
7381,7382,3,,,746850.0,3.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,28000
7382,7383,3,,,29783.333333333332,3.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17000
7383,7384,4,2.6666666666666665,95633.33333333333,1577866.6666666667,3.6666666666666665,1,0,0,1,0,0,0,0,0,0,0,0,0,0,374000
7384,7385,4,1.0,1166.6666666666667,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,26000
7385,7386,3,,,181433.33333333334,2.8333333333333335,0,1,0,0,1,0,0,0,0,0,0,0,0,0,86000
7386,7387,4,,,35683.333333333336,3.1666666666666665,1,0,0,0,0,0,0,0,0,0,1,0,0,0,42000
7387,7388,5,1.5,1075.0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,143000
7388,7389,3,1.0,7500.0,900566.6666666666,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,33000
7389,7390,5,2.0,2133.3333333333335,115933.33333333333,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,41000
7390,7391,4,5.0,8716.666666666666,174333.33333333334,3.6666666666666665,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18000
7391,7392,4,2.2,4505.0,245366.66666666666,4.166666666666667,1,0,0,0,0,0,0,0,0,0,1,0,0,0,26000
7392,7393,4,2.0,5000.0,19166.666666666668,2.3333333333333335,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13000
7393,7394,4,3.6,7699.999999999999,32600.0,2.3333333333333335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,89000
7394,7395,4,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15000
7395,7396,5,3.333333333333333,3100.0,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,21000
7396,7397,3,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,23000
7397,7398,3,3.5,7216.666666666667,872716.6666666666,4.166666666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,86000
7398,7399,4,,,33600.0,1.6666666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16000
7399,7400,4,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,43000
7400,7401,3,1.3333333333333333,2333.333333333333,358100.0,3.6666666666666665,1,0,0,0,0,0,0,0,0,0,1,0,0,0,64000
7401,7402,4,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,91000
7402,7403,6,,,7015633.333333333,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,24000
7403,7404,5,,,129016.66666666667,4.166666666666667,1,0,0,0,0,0,0,0,0,0,1,0,0,0,26000
7404,7405,3,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,20000
7405,7406,4,,,4000.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,22000
7406,7407,5,17.0,40666.666666666664,1119316.6666666667,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,54000
7407,7408,3,1.5,1500.0,60000.0,2.6666666666666665,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20000
7408,7409,3,3.0,4000.0,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,25000
7409,7410,4,,,166200.0,1.3333333333333333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16000
7410,7411,3,,,31316.666666666668,3.1666666666666665,1,0,0,0,1,0,0,0,0,0,0,0,0,0,25000
7411,7412,6,,,166583.33333333334,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,131000
7412,7413,3,,,73583.33333333333,2.6666666666666665,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13000
7413,7414,3,,,439300.0,3.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,31000
7414,7415,4,5.666666666666667,2616.6666666666665,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,22000
7415,7416,4,1.0,600.0,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,55000
7416,7417,3,1.0,1000.0,74500.0,3.6666666666666665,0,1,0,0,1,0,0,0,0,0,0,0,0,0,40000
7417,7418,4,,,166916.66666666666,3.6666666666666665,1,0,0,0,0,0,0,0,0,0,1,0,0,0,35000
7418,7419,4,,,71500.0,4.166666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25000
7419,7420,3,,,11200.0,2.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22000
7420,7421,4,2.6666666666666665,12550.0,364966.6666666667,4.166666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,33000
7421,7422,4,1.5,8800.0,133683.33333333334,3.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18000
7422,7423,4,5.266666666666667,2646.666666666667,71866.66666666667,3.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21000
7423,7424,3,4.166666666666667,3283.3333333333335,383300.0,3.8333333333333335,1,0,0,0,0,0,0,0,0,0,1,0,0,0,42000
7424,7425,3,5.833333333333333,5216.666666666667,447550.0,3.3333333333333335,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16000
7425,7426,4,1.0,3750.0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18000
7426,7427,5,2.0,8000.0,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12000
7427,7428,3,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,41000
7428,7429,5,,,1493633.3333333333,2.6666666666666665,1,0,0,0,1,0,0,0,0,0,0,0,0,0,393000
7429,7430,5,19.766666666666666,39393.33333333333,2625533.3333333335,4.166666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,98000
7430,7431,3,,,124883.33333333333,3.1666666666666665,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16000
7431,7432,4,1.0,8000.0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12000
7432,7433,3,,,5829216.666666667,4.166666666666667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,75000
7433,7434,3,,,75833.33333333333,2.3333333333333335,0,1,0,0,1,0,0,0,0,0,0,0,0,0,23000
7434,7435,5,,,1482250.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,51000
7435,7436,3,,,50260.0,1.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,24000
7436,7437,4,8.9,59390.00000000001,443633.3333333333,2.3333333333333335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,159000
7437,7438,4,2.9,3040.0,65280.0,1.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,21000
7438,7439,4,19.833333333333332,122849.99999999999,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,339000
7439,7440,4,1.0,3000.0,395266.6666666667,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,25000
7440,7441,4,,,2349400.0,4.166666666666667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,150000
7441,7442,4,4.166666666666666,8641.666666666666,413633.3333333333,4.166666666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,64000
7442,7443,6,1.0,2200.0,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33000
7443,7444,6,2.0,10550.0,157683.33333333334,1.6666666666666667,1,0,0,0,0,0,0,0,0,0,1,0,0,0,294000
7444,7445,5,,,168850.0,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12000
7445,7446,3,,,33333.333333333336,2.8333333333333335,1,0,0,0,0,0,0,0,0,0,1,0,0,0,39000
7446,7447,3,5.8,14379.999999999998,99700.0,4.166666666666667,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22000
7447,7448,4,2.0,4466.666666666667,386650.0,3.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,32000
7448,7449,4,2.0,1500.0,41683.333333333336,3.1666666666666665,0,1,0,0,0,0,0,0,0,0,1,0,0,0,15000
7449,7450,4,,,87660.0,2.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14000
7450,7451,4,2.5,6300.0,5033533.333333333,4.166666666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,44000
7451,7452,3,2.6666666666666665,7816.666666666666,35416.666666666664,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,28000
7452,7453,3,6.666666666666666,9183.333333333332,115633.33333333333,3.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,54000
7453,7454,3,,,195566.66666666666,3.1666666666666665,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10000
7454,7455,6,1.3333333333333333,210500.0,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,236000
7455,7456,5,,,114250.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,75000
7456,7457,3,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,24000
7457,7458,3,,,3277550.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,33000
7458,7459,3,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,39000
7459,7460,3,5.833333333333333,11933.333333333334,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,77000
7460,7461,3,,,8889400.0,4.166666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25000
7461,7462,4,3.333333333333333,21716.666666666664,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18000
7462,7463,5,,,333.3333333333333,1.6666666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19000
7463,7464,3,,,34250.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,32000
7464,7465,3,,,44166.666666666664,2.6666666666666665,1,0,0,0,0,0,0,0,0,0,1,0,0,0,61000
7465,7466,5,,,2609416.6666666665,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,373000
7466,7467,4,,,1470133.3333333333,4.166666666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21000
7467,7468,4,,,846700.0,4.166666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,31000
7468,7469,5,,,123833.33333333333,2.8333333333333335,1,0,0,0,0,0,0,0,0,0,1,0,0,0,51000
7469,7470,4,3.4,7960.0,155816.66666666666,2.8333333333333335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,37000
7470,7471,4,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,19000
7471,7472,3,,,87133.33333333333,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36000
7472,7473,3,,,32900.0,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,41000
7473,7474,4,4.166666666666666,5313.333333333333,155366.66666666666,2.8333333333333335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,46000
7474,7475,4,11.833333333333334,58766.666666666664,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,69000
7475,7476,4,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18000
7476,7477,4,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,62000
7477,7478,3,,,201366.66666666666,3.8333333333333335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,59000
7478,7479,5,2.0,5000.0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,17000
7479,7480,4,,,52533.333333333336,3.8333333333333335,1,0,0,0,0,0,0,0,0,0,1,0,0,0,40000
7480,7481,5,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,20000
7481,7482,5,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,25000
7482,7483,4,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21000
7483,7484,4,,,539283.3333333334,4.166666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,22000
7484,7485,3,6.4,5480.0,18149033.333333332,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18000
7485,7486,3,4.833333333333333,5850.0,233633.33333333334,3.6666666666666665,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23000
7486,7487,4,,,33316.666666666664,3.1666666666666665,1,0,0,0,1,0,0,0,0,0,0,0,0,0,26000
7487,7488,6,6.55,28955.0,180550.0,2.3333333333333335,1,0,0,0,0,1,0,0,0,0,0,0,0,0,67000
7488,7489,4,,,55583.333333333336,3.3333333333333335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,35000
7489,7490,4,,,144850.0,2.3333333333333335,0,1,0,0,0,0,0,0,0,0,1,0,0,0,85000
7490,7491,4,,,1220283.3333333333,4.166666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23000
7491,7492,3,,,499350.0,4.166666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,26000
7492,7493,4,1.0,100.0,505383.3333333333,3.1666666666666665,0,1,0,0,1,0,0,0,0,0,0,0,0,0,70000
7493,7494,4,,,74250.0,2.8333333333333335,1,0,0,0,0,0,0,0,0,0,1,0,0,0,19000
7494,7495,3,4.2,1720.0,133033.33333333334,3.3333333333333335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,29000
7495,7496,3,,,1500.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10000
7496,7497,3,,,38600.0,2.1666666666666665,1,0,0,0,1,0,0,0,0,0,0,0,0,0,43000
7497,7498,3,,,1088433.3333333333,3.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,50000
7498,7499,4,3.1666666666666665,4016.6666666666665,530200.0,4.166666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,24000
7499,7500,4,5.833333333333333,11016.666666666666,218750.0,3.8333333333333335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,50000
7500,7501,5,,,38566.666666666664,1.3333333333333333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,52000
7501,7502,4,,,22540.0,2.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12000
7502,7503,5,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,126000
7503,7504,4,1.1666666666666667,1283.3333333333335,102300.0,3.8333333333333335,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18000
7504,7505,5,15.666666666666666,59200.0,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,87000
7505,7506,4,,,452433.3333333333,4.166666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,27000
7506,7507,3,,,248033.33333333334,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18000
7507,7508,5,3.6666666666666665,8466.666666666666,839400.0,3.8333333333333335,0,1,0,0,1,0,0,0,0,0,0,0,0,0,38000
7508,7509,2,4.0,8900.0,11916.666666666666,2.3333333333333335,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12000
7509,7510,3,2.0,1000.0,1413716.6666666667,4.166666666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,25000
7510,7511,3,1.0,825.0,31366.666666666668,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18000
7511,7512,4,1.0,1533.3333333333333,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,31000
7512,7513,4,,,74760.0,3.6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,22000
7513,7514,3,2.8,8280.0,50560.0,2.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,27000
7514,7515,3,9.666666666666666,25899.999999999996,311383.3333333333,3.6666666666666665,0,1,0,0,0,0,0,0,0,0,1,0,0,0,50000
7515,7516,3,,,3368800.0,4.166666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,52000
7516,7517,4,,,43666.666666666664,4.166666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23000
7517,7518,3,,,362466.6666666667,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,87000
7518,7519,4,5.833333333333333,5883.333333333333,62683.333333333336,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,52000
7519,7520,5,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19000
7520,7521,3,3.4,4600.0,25500.0,2.3333333333333335,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16000
7521,7522,5,1.0,4800.0,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,56000
7522,7523,3,1.4,10260.0,660483.3333333334,4.166666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,32000
7523,7524,4,1.0,15250.0,85400.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,191000
7524,7525,4,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,56000
7525,7526,3,3.0,12540.0,1584833.3333333333,4.166666666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,37000
7526,7527,3,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18000
7527,7528,5,,,307600.0,3.6666666666666665,1,0,0,0,0,0,0,0,0,0,1,0,0,0,30000
7528,7529,5,3.5,8033.333333333333,38533.333333333336,2.8333333333333335,0,1,0,0,1,0,0,0,0,0,0,0,0,0,129000
7529,7530,3,1.0,800.0,215183.33333333334,3.3333333333333335,1,0,0,0,0,0,0,0,0,0,1,0,0,0,46000
7530,7531,5,9.666666666666666,16399.999999999996,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,99000
